Tweet Text,Tweet Datetime,Tweet Id,User Id,User Name,User Location,Tweet Coordinates,Place Info,Country,Hashtags,Retweets,Favorites,Language,Source,Replied Tweet Id,Replied Tweet User Id,month,ground_truth,ID
"The No Mask No Service is Bullshit! Main reason they want you wearing masks, is to appears there is a pandemic. I am hard of hearing I read lips, now what, no understanding one another, no smiling at each other, no communication, no connection! #nomask #NoMasks  #NoMaskNoMuzzle",2020-04-28 01:14:43,1254942085490397186,797880652536446977,Lynn23232323,,,,,"['nomask', 'NoMasks', 'NoMaskNoMuzzle']",5,16,en,Twitter for Android,,,April,0,0_April_0000147
#NoMask as a woman I will not be subjected to radical ways to shut us up . This whole thing is BS if you want to wear a mask wear if you don’t don’t. I’m not a Muslim no one will stop us.,2020-04-28 01:34:55,1254947168454094849,986049699437301760,hearing_nelson,,,,,['NoMask'],0,0,en,Twitter for iPhone,,,April,0,0_April_0000148
"@ChuckCallesto Not even if h3ll were to freeze over 🤨

#NoMasks 
#NoStayAtHome either",2020-04-28 05:55:21,1255012710305001472,816523406392709120,EllieMa85677897,"Arizona, USA",,,,"['NoMasks', 'NoStayAtHome']",0,0,en,Twitter for Android,1.254618555947065e+18,4765364386.0,April,0,0_April_0000149
@LegendaryEnergy @KurtSchlichter He ain't on our side bruh. This shit will go on as long as we comply. I am not complying. #nomask #noshot #notest,2020-04-28 06:16:48,1255018106302447617,935700282473877506,Saddler_777,"Duke's Archives, Anor Londo",,,,"['nomask', 'noshot', 'notest']",0,0,en,Twitter for Android,1.2550092034056233e+18,226194552.0,April,0,0_April_0000150
"My body my choice #NoMasks 
My life Virus' choice #nomask",2020-04-28 06:38:21,1255023531638706177,1195349583578030080,RuiqingYu,"MA, Worchester",,,,"['NoMasks', 'nomask']",1,1,en,Twitter Web App,,,April,0,0_April_0000151
"While @canarabank is preaching social distancing, this is how your employee at Ashok Vihar Branch, Deep Market New Delhi, managing entry/exit of people. #nomask #worlddayforsafetyandhealthatwork #SocialDistancing . You are putting many lives in danger and at the same time ....... https://t.co/pSQIwmIhpo https://t.co/3uoOew3VzR",2020-04-28 09:23:34,1255065106800467968,54871730,RajeshRB,,,,,"['nomask', 'worlddayforsafetyandhealthatwork', 'SocialDistancing']",1,2,en,Twitter Web App,,,April,0,0_April_0000152
"@tnewtondunn Masks are bad science. Feels like Nicola Sturgeon and others wanna prolong lockdown by stalling inevitable spread to herd immunity to heap worse economic pain on us to go crawling back to EU! Here's the best explanation I've seen why #NoMasks for #Covid19
https://t.co/tN6Ul8Yt3q",2020-04-28 14:15:18,1255138526892449803,3087526943,ChrisMGra,London born,,,,"['NoMasks', 'Covid19']",1,0,en,Twitter Web App,1.2551005505862697e+18,20598137.0,April,0,0_April_0000153
Feels good to be able to sit down in a restaurant again. #50percentcapacity #nomask https://t.co/bjpO9dEeSw,2020-04-28 16:09:27,1255167251533180928,484285128,misfitcollins,"Clarksville, TN/14,000 feet",,,,"['50percentcapacity', 'nomask']",0,2,en,Twitter for iPhone,,,April,0,0_April_0000154
"Did you see #GOP #Pence touring the #MayoClinic? The only man (of course no women) in the room who doesn't understand #COVID19, hence #nomask. The person leading the pandemic prevention team? #epicfailure #DarwinAwards https://t.co/5jFDCxHkta",2020-04-28 18:17:11,1255199396679073797,14804916,relaxocat,Chicago,,,,"['GOP', 'Pence', 'MayoClinic', 'COVID19', 'nomask', 'epicfailure', 'DarwinAwards']",0,1,en,Twitter for iPhone,,,April,0,0_April_0000155
We must all fight the draconian measures of trying to force and mandate masks! Cloth masks do not help &amp; wearing masks are not healthy. #nomasks https://t.co/gVWbIA0eZ6,2020-04-28 18:51:27,1255208021850034176,1239193125849108480,Maggie53211,United States,,,,['nomasks'],2,3,en,Twitter for iPhone,,,April,0,0_April_0000156
"@GovMikeDeWine @DrAmyActon There you go pushing vaccines. Vaccines are Toxic and Dangerous. Vaccine Manufacturers have NO Liability. In addition, Payouts by the national Vaccine Injury Compensation Program, or VICP, have now topped $4 billion.
#nomask #NoVaccineForMe",2020-04-28 19:14:00,1255213695464026112,797880652536446977,Lynn23232323,,,,,"['nomask', 'NoVaccineForMe']",0,17,en,Twitter for Android,1.2552054484264428e+18,18820392.0,April,0,0_April_0000157
"@brianschatz @Mike_Pence HOW FUCKING DARE YOU 
But shame on @MayoClinic FOR ALLOWING #pence #nomask ENDANGER #patients OMG #penceresign WE Don't listen to you step down from Chairing #TaskForce #replacePencetaskforce OMG
#mayoclinic shame on you too #penceknew",2020-04-28 19:20:38,1255215363161292804,1686369542,rr7lv,USA/TN,,,,"['pence', 'nomask', 'patients', 'penceresign', 'TaskForce', 'replacePencetaskforce', 'mayoclinic', 'penceknew']",0,2,en,Twitter Web App,1.2552092735937208e+18,47747074.0,April,0,0_April_0000158
"This picture just doomed any political chance #Pence has in the future

#NoMask
#MayoClinic 
#CoronaVirus https://t.co/LugPG1LlYf",2020-04-28 20:59:12,1255240171613757447,132535895,madamyez,,,,,"['Pence', 'NoMask', 'MayoClinic', 'CoronaVirus']",0,1,en,TweetCaster for Android,,,April,0,0_April_0000159
"""The proper function of man is to live, not to exist. I shall not waste my days in trying to prolong them. I shall use my time."" #JackLondon

#LiberateAmerica 
#NoMask
#tuesdayvibes 
#KAG https://t.co/EBe5EIVbIY",2020-04-28 21:43:50,1255251402848448513,707284988069351424,22norsedad,OHIO,,,,"['JackLondon', 'LiberateAmerica', 'NoMask', 'tuesdayvibes', 'KAG']",1,1,en,Twitter Web App,,,April,0,0_April_0000160
"""As vice president of the United States I'm tested for the coronavirus on a regular basis, and everyone who is around me is tested for the coronavirus,” @VP told reporters.

He was TOLD to wear a mask to the facility.

#coronavirus
#nomask #COVIDIOT

https://t.co/dbYtfwpFge",2020-04-28 21:59:18,1255255295426773000,65114198,thegoddesscher,"Tampa Bay, Florida",,,,"['coronavirus', 'nomask', 'COVIDIOT']",1,0,en,Twitter for Android,,,April,0,0_April_0000161
"@DisabledResist @VP The gene pool seems adamant on ridding itself of the anti-science instinct. Mr. Pence is cooperating nicely.
#Pence #NoMask",2020-04-28 22:21:28,1255260873008046081,983313144167612417,Truth2Power7,,,,,"['Pence', 'NoMask']",0,0,en,Twitter for iPhone,1.2552529804854927e+18,9.542578793176024e+17,April,0,0_April_0000162
"#coronavirus 
#nomask 
#MayoClinic 

Is he immune? https://t.co/ZAHNFLSioe",2020-04-28 23:22:31,1255276238417076224,504070134,SANJOSEMAILMAN,,,"San Jose, CA",US,"['coronavirus', 'nomask', 'MayoClinic']",0,3,en,Twitter for Android,,,April,0,0_April_0000163
@GovAndyBeshear Open up KENTUCKY. #NoMask #impeachbeshear,2020-04-29 01:05:13,1255302082074234881,1666567008,OldSkull65,,,,,"['NoMask', 'impeachbeshear']",0,0,en,Twitter for iPhone,,1.1925498228652974e+18,April,0,0_April_0000164
"""If your mask obstructs your vision, you are doing it wrong."" -- Brian Williams reading Mike Pence in @11thHour 

As Kate McKinnon's RBG would say, ""That's a Gins-burn!""

#BrianWilliams #11thHour #MSNBC #MikePence #nomask #NoMaskPence https://t.co/nmJJFEKDWY",2020-04-29 03:14:01,1255334496263684099,572189151,GilbertoBlasini,"Milwaukee, WI",,,,"['BrianWilliams', '11thHour', 'MSNBC', 'MikePence', 'nomask', 'NoMaskPence']",18,73,en,Twitter Web App,,,April,0,0_April_0000165
"In Philadelphia, police are throwing this man off of a SEPTA bus because he refused to wear a mask.

#CoronaCrimes #NoMask 

https://t.co/CSzmmbfUXB",2020-04-29 03:45:37,1255342449301639173,991384291388088321,WellHellsBells_,,,,,"['CoronaCrimes', 'NoMask']",30,33,en,Twitter Web App,,,April,0,0_April_0000166
"@mitchellvii Wear a face mask because you might catch #coronavirus? That’s like saying wear a suit of iron because I might get hit by a car tomorrow, or an asteroid may fall from the sky. #NoMask #NoVaccineForMe",2020-04-29 09:35:20,1255430455538614272,912282321105051649,cynica1idealist,,,,,"['coronavirus', 'NoMask', 'NoVaccineForMe']",6,20,en,Twitter Web App,1.2554300890362184e+18,17980523.0,April,0,0_April_0000167
"@GovHerbert @UtahGov Stay closed. We have no true idea what our infection rate us?!? Once understood, open accordingly !! Please understand the impact!!! @realDonaldTrump @vp #nomasks https://t.co/R7E0d99oUY",2020-04-29 10:22:01,1255442207026417664,2185575218,hellplussss,"Hermosa Beach, CA",,,,['nomasks'],0,0,en,Twitter for iPhone,1.2552257746275983e+18,60688326.0,April,0,0_April_0000168
"RT @Ryan0neal: We’re not here to take part, we’re here to take over #NoMasks #NoViolence #WWG1WGA #Qanon #MAGA #WeThePeople #WhoIsQ #WeAreQ…",2020-04-29 11:49:49,1255464302653444109,1131089847081406464,JRavinmoore,,,,,"['NoMasks', 'NoViolence', 'WWG1WGA', 'Qanon', 'MAGA', 'WeThePeople', 'WhoIsQ', 'WeAreQ']",1088,0,en,Twitter for Android,,,April,0,0_April_0000169
"@GovMikeDeWine Where is the Spirit Week Event on Facebook, looks like it has been deleted. Bummer, lol, it was nice reading everyone's comments, I have to say I agreed with most of them. You are a small business killer. #nomask #nomasks #nomasksnomuzzle",2020-04-29 11:58:01,1255466363721846787,797880652536446977,Lynn23232323,,,,,"['nomask', 'nomasks', 'nomasksnomuzzle']",0,0,en,Twitter for Android,1.2552639348499948e+18,18820392.0,April,0,0_April_0000170
"#WednesdayWisdom

If politicians and 'experts' were able to force the unemployment of 26 million #Americans and order over 1 million businesses to close without firing a single shot just imagine what else they can take away.

#LiberateAmerica
#NoMask
#KAG2020 
#ReopenAmerica https://t.co/MjYHqpFNT5",2020-04-29 13:23:04,1255487767292923904,707284988069351424,22norsedad,OHIO,,,,"['WednesdayWisdom', 'Americans', 'LiberateAmerica', 'NoMask', 'KAG2020', 'ReopenAmerica']",2,1,en,Twitter Web App,,,April,0,0_April_0000171
"Costco, Costco....
You dumb fucking cunts!!!!!!!!!!!!!!

#DoNotComply
#NoMask https://t.co/EwLldnz1RV",2020-04-29 13:47:57,1255494028503781383,1705599727,MinteeKneez,"Texas, of course. ❤️",,,,"['DoNotComply', 'NoMask']",10,42,en,Twitter Web App,,,April,0,0_April_0000172
"@donaldsangel Well, I'll shop elsewhere then.

What bullsh*t. Let's see how their sales take a hit. 

#NoTest
#NoMask
#NoTracking
#ArmyForTrump",2020-04-29 15:43:05,1255523005297549312,4320301752,America_weeps, Red State USA,,,,"['NoTest', 'NoMask', 'NoTracking', 'ArmyForTrump']",0,0,en,Twitter for Android,1.2555222679136502e+18,3325408622.0,April,0,0_April_0000173
A friend posted this to Facebook last night. #NoMasks https://t.co/B0j1tDPg0Q,2020-04-29 15:52:09,1255525287254798338,346256105,ARIZONA_HOLLY,Arizona 🌵,,,,['NoMasks'],1,1,en,Twitter for Android,,,April,0,0_April_0000174
Won’t be visiting Costco.  Will take my $500 grocery bill somewhere else. Are they going to discriminate against those with breathing problems and ask they wear a mask? #Costco #nomask,2020-04-29 16:51:15,1255540158193156097,1242593632638681088,TheBayouPatriot,,,,,"['Costco', 'nomask']",34,161,en,Twitter for iPhone,,,April,0,0_April_0000175
"@Costco I need to know how to get a full membership refund, if you're going to require me to wear a mask in your stores? #CancelCostco #NoMasks #FearIsNotOurGuide",2020-04-29 17:16:30,1255546512248983552,19255678,appzattak,"Twin Falls, ID",,,,"['CancelCostco', 'NoMasks', 'FearIsNotOurGuide']",0,4,en,Talon Android,,1056152593.0,April,0,0_April_0000176
"Well Austin, here’s what we’re in for - this was an hour ago on Airport #nodistancing #nomasks #groupgatherings #nocommonsense  @KXAN_News https://t.co/9dUCl44mOc",2020-04-29 17:20:17,1255547466033893376,14395353,DavidLewetag,Austin by way of Pittsburgh,,"Austin, TX",US,"['nodistancing', 'nomasks', 'groupgatherings', 'nocommonsense']",0,0,en,Twitter for iPhone,,,April,0,0_April_0000177
"@GovMikeDeWine @DrAmyActon No mask. I have been “essential” this entire time. And I NEVER WORE A MASK. I won’t wear one now! If my employer fires me, expect some backlash from my attorney! This is absolutely ridiculous. #WHEREAREOURRIGHTS #NOMASK #WENEEDGERMS #LETUSHAVEIMMUNESYSTEMS https://t.co/QzHZA0271v",2020-04-29 18:48:16,1255569606460268551,548155278,KoriCalderone,United States,,,,"['WHEREAREOURRIGHTS', 'NOMASK', 'WENEEDGERMS', 'LETUSHAVEIMMUNESYSTEMS']",5,32,en,Twitter for iPhone,1.2555686454654853e+18,18820392.0,April,0,0_April_0000178
Doctor Exposes COVID19 Mask Requirement as FLAWED and DANGEROUS https://t.co/jS61N4E0XV #NoMasks,2020-04-29 19:59:51,1255587623982100480,966292932,MAGAGramie,California,,,,['NoMasks'],0,0,en,Twitter for iPhone,,,April,0,0_April_0000179
"Look at what my Ring Video Doorbell captured: https://t.co/sWPcoVT26D via @ring @Lowes  Arrogant, condescending prick talking to mom disrespectfully after he broke a main water pipe in my yard. #nomask #covid19",2020-04-29 21:00:55,1255602991933030400,25226744,TenRay,"Washington, DC",,,,"['nomask', 'covid19']",0,0,en,Twitter Web Client,,,April,0,0_April_0000180
I hope you get sick soon if you a #NoMask type of person. 😆,2020-04-29 22:03:55,1255618843436777473,122803698,JuniorMaz,,,,,['NoMask'],0,0,en,Twitter for iPhone,,,April,0,0_April_0000181
Seems dictators @NYGovCuomo @GovMurphy haven’t read the #science Cloth masks protect no one and increase infection - no masks had less rate of infection - #Nomasks https://t.co/uDOLCsDwrm,2020-04-29 22:27:18,1255624730553565185,1253312808424558592,Stephan30409997,NYC,,,,"['science', 'Nomasks']",0,0,en,Twitter for iPhone,,,April,0,0_April_0000182
The latest The False Flag Daily! https://t.co/W8H8BSWSiQ Thanks to @JQfor @Praying_Servant @AricToler #nomasks #covid19,2020-04-30 09:18:27,1255788598273748995,19387955,GildasSapiens,"Britain, c.516-570",,,,"['nomasks', 'covid19']",0,0,en,Paper.li,,,April,0,0_April_0000183
Is it time for Ohioans to do the same? #OpenOhioNow #NoMasks https://t.co/PAzl39uta5,2020-04-30 12:07:41,1255831185109979136,1249794368594219014,Karen16903,"Ohio, USA",,,,"['OpenOhioNow', 'NoMasks']",0,0,en,Twitter for Android,,,April,0,0_April_0000184
"@JoeBiden If you're suggesting a mask, then I know the truth to be opposite!!
#NoMasks",2020-04-30 13:54:15,1255858004353835009,1227813792152727553,AvrilKelly99,Made in Detroit. WPB🌴& RVA,,,,['NoMasks'],0,0,en,Twitter for iPhone,1.255581619160785e+18,939091.0,April,0,0_April_0000185
"...and #OpenOhio for the rest of us.
#NoVaccine 
#NoMasks
No trampling of our rights. There needs to be law suites stacking up against @GovMikeDeWine @DrAmyActon &amp; @OHdeptofhealth. They need to investigated and audited to see if they are lying.",2020-04-30 14:15:36,1255863374707113984,626964949,havalaudon,Ohio,,,,"['OpenOhio', 'NoVaccine', 'NoMasks']",1,1,en,Twitter for Android,1.2558633735578337e+18,626964949.0,April,0,0_April_0000186
"@elonmusk Quarantines are for the sick, not healthy...&amp; if I can be forced to cover my face, then Islam/Muslims can be forced not too.
#hypocrisy 
#NoMasks 
#OPENAMERICANOW 
#Trump2020 🇺🇸",2020-04-30 16:00:47,1255889848344461312,806273594628116481,Katier1964,"Bath, NY",,,,"['hypocrisy', 'NoMasks', 'OPENAMERICANOW', 'Trump2020']",4,18,en,Twitter for Android,1.2558694158595154e+18,44196397.0,April,0,0_April_0000187
@mikejwhelan Hell! He wouldn’t go within 5 miles of a meat packing plant! Coward!#NoMasks #nutjob #drankthekoolaid,2020-04-30 16:31:28,1255897566702702594,1523544720,nadinecoleman60,Southeast Virginia,,,,"['NoMasks', 'nutjob', 'drankthekoolaid']",0,1,en,Twitter for iPhone,1.255896237062185e+18,62034108.0,April,0,0_April_0000188
#NoMASK I’m not a Muslim https://t.co/aTG3oSmfNT,2020-04-30 17:00:21,1255904836677177344,986049699437301760,hearing_nelson,,,,,['NoMASK'],0,0,en,Twitter for iPhone,,,April,0,0_April_0000189
"@BillMcCombs3 @sherry25793049 Government is NOT our parent!!!
#OpenAmerica

If folks feel unsafe, #StayHome!

#YouDoYou and we’ll worry about ourselves!!
#NoMasks",2020-04-30 17:03:33,1255905644453953536,75282133,puppyluvr312,"Michigan, USA",,,,"['OpenAmerica', 'StayHome', 'YouDoYou', 'NoMasks']",3,10,en,Twitter for iPhone,1.2559001743558164e+18,9.370395187958292e+17,April,0,0_April_0000190
"#thursdayvibes makes me crazy 😂

#ThursdayMotivation #german #COVID__19 #nomask #curvy #girlpower #carselfie https://t.co/fAhvuUqhTJ",2020-04-30 18:38:50,1255929622090448896,1191756445945094144,FranziskaTietj2,,,,,"['thursdayvibes', 'ThursdayMotivation', 'german', 'COVID__19', 'nomask', 'curvy', 'girlpower', 'carselfie']",0,1,en,Twitter for Android,,,April,0,0_April_0000191
Sheeple...#PoliceStateAmerica #LiberalismIsAMentalDisease #nomask #NoMasks @Costco #boycottcostco https://t.co/f4QWXs55yL,2020-04-30 19:02:13,1255935505000095746,850621166,thehoneywolf,,,,,"['PoliceStateAmerica', 'LiberalismIsAMentalDisease', 'nomask', 'NoMasks', 'boycottcostco']",1,1,en,Twitter for Android,,,April,0,0_April_0000192
@CAgovernor @GavinNewsom Unbelievable! People don't need you to break down every activity and advise them on whether or not they are allowed to do something. We are protected from this kind of tyranical behavior by OUR CONSTITUTION. We are FREE people! #NoMasks #opencalifornianow #Commiefornia,2020-04-30 19:24:07,1255941015870922753,2339841764,FilliezIST,"North County San Diego, CA",,,,"['NoMasks', 'opencalifornianow', 'Commiefornia']",10,39,en,Twitter Web App,1.2559342908748636e+18,38349184.0,April,0,0_April_0000193
@RMConservative Our son had it in NYC late January went to school all week school pressured him to come back exposed everyone - that entire school was sick . I spoke to the nurse who said she had about 60% of the school out between January - March 1 with flu like symptoms ! 😂also #nomasks https://t.co/CjQg49PVfq,2020-04-30 19:38:45,1255944698079911939,1253312808424558592,Stephan30409997,NYC,,,,['nomasks'],0,0,en,Twitter for iPhone,1.255910684732375e+18,252398355.0,April,0,0_April_0000194
@RPHodge We can’t do this with restrictions. Sorry but we are meant to be social. #NoMasks #WakeUpAmerica #OpenCalifornia,2020-04-30 22:18:53,1255985000329048064,1245982621437321219,MartinMayfiel12,,,,,"['NoMasks', 'WakeUpAmerica', 'OpenCalifornia']",0,0,en,Twitter for iPhone,1.2557354518322913e+18,9.679850691208274e+17,April,0,0_April_0000195
"Day 13, final full day of #quarantine in #China because I left for two weeks during the #coronavirus crisis. 

China was in #lockdown when I last saw it, today, when I get out, it will be almost normal again. Still required to #wearamask and #isolate 

https://t.co/jbxCC3ndKW",2020-04-01 00:30:16,1245146428445425677,4359648797,Jerry_grey2002,"Zhongshan, Guangdong",,,,"['quarantine', 'China', 'coronavirus', 'lockdown', 'wearamask', 'isolate']",0,3,en,Twitter Web App,,,April,1,1_April_0000001
"RT @Cearcall1: OMG. Still this is getting coverage?!?!
#WearAMask
#StayAtHome
@chrismartenson
https://t.co/w755GfmxdW",2020-04-01 00:53:30,1245152274500014081,1231164631265226753,Rhys11196604,Canada,,,,"['WearAMask', 'StayAtHome']",14,0,en,Twitter for Android,,,April,1,1_April_0000002
"Yes, but who trusts WHO anymore? #WearAMask #MasksSaveLives https://t.co/4Q9qVh5n2j",2020-04-01 01:20:41,1245159114130538496,706919457139105792,Sun_Shiney_Day_,🇺🇸 Sweet Land of Liberty🇺🇸,,,,"['WearAMask', 'MasksSaveLives']",0,0,en,Twitter for iPhone,,,April,1,1_April_0000003
"A choir group in Mount Vernon, Washington, held a rehearsal in early March despite the spread of coronavirus in the state. Of the 60 people attending 45 got #COVID19 - 2 are dead and 3 or more hospitalized. #WearAMask #StayHomeSaveLives",2020-04-01 02:02:22,1245169602398650368,88487190,dms187,"Missouri, USA",,,,"['COVID19', 'WearAMask', 'StayHomeSaveLives']",0,0,en,Twitter Web App,,,April,1,1_April_0000004
RT @terannhilow: More free masks 😷 this is half of what is being donated &amp; shipped tomorrow #thankshealthheroes #stopthespread #WearAMask h…,2020-04-01 02:08:55,1245171251213148161,853955972,jherrm215,"Pennsylvania, USA",,,,"['thankshealthheroes', 'stopthespread', 'WearAMask']",10,0,en,Twitter for iPhone,,,April,1,1_April_0000005
"Rail, inter-city bus travelers required to wear masks 😷 from April 1 - Focus Taiwan

#Masks4All #masks #WearAMask #Taiwan  https://t.co/t13u22GISl",2020-04-01 02:27:34,1245175947571023880,288602012,CynthiaCWoods,United States,,,,"['Masks4All', 'masks', 'WearAMask', 'Taiwan']",0,0,en,Twitter for iPhone,,,April,1,1_April_0000006
"If you are interested in wearing a mask but would like more information, including how to make one check this out.
#WearAMask https://t.co/QxJxSRDbFq",2020-04-01 03:31:24,1245192012145418240,113786557,Glenina57,Close to the edge of Sydney.,,,,['WearAMask'],5,5,en,Twitter for Android,,,April,1,1_April_0000007
@CryptoDouchey @koreanjewcrypto India banned export of cheap drug. US not employing cheap drug. Mexico was the first country i heard using viral suppressants since those drugs are already easily obtained their for public use. The numbers are estimates if people do not stay in and reduce the spread #wearamask,2020-04-01 04:31:03,1245207022334689280,914442320723849216,ALHDZMXN,,,,,['wearamask'],0,2,en,Twitter for iPhone,1.2452047459351142e+18,1.2332341442783273e+18,April,1,1_April_0000008
"@drsanjaygupta @WHO @CDCgov CDC 3 weeks too late for NYC.  I'm an advocate for masks in public.  Sanjay YOU can make this happen faster - 
#MakeAMask #wearamask #StayAtHome 
@DavidCloydMD https://t.co/jS4vZnhRsY",2020-04-01 04:38:01,1245208775088173056,1348258146,DavidCloydMD,,,,,"['MakeAMask', 'wearamask', 'StayAtHome']",1,3,en,Twitter Web App,1.2449566369738015e+18,18170896.0,April,1,1_April_0000009
Who knew ? #stupidvirus #staypositive #allweneedisacure #washyourhands #wearamask😷 https://t.co/cFFxGfKKCY,2020-04-01 05:30:45,1245222045304139776,193186523,FlorianBelanger,"New Jersey, USA",,,,"['stupidvirus', 'staypositive', 'allweneedisacure', 'washyourhands', 'wearamask']",1,5,en,Twitter for iPhone,,,April,1,1_April_0000010
RT @FlorianBelanger: Who knew ? #stupidvirus #staypositive #allweneedisacure #washyourhands #wearamask😷 https://t.co/cFFxGfKKCY,2020-04-01 05:39:06,1245224146382000129,71702310,kahrens42,Over there,,,,"['stupidvirus', 'staypositive', 'allweneedisacure', 'washyourhands', 'wearamask']",1,0,en,Twitter Web App,,,April,1,1_April_0000011
@EconTalker Simply turn your head 90 degrees before putting on headphones. Voila! #WearAMask https://t.co/jva1LGlOgp,2020-04-01 05:41:50,1245224836345016320,180365120,keithbryant57,,,,,['WearAMask'],0,0,en,Twitter for Android,,37677496.0,April,1,1_April_0000012
"“Stay put” was the government fire safety advice- #Grenfell U don’t need masks, just wash ur hands regularly”- advice from @PHE_uk to NHS staff (unless suspected 2 have COVID). We can’t see viruses with the naked eye duh! #WearAMask #COVID19 #PPEforNHS",2020-04-01 07:40:14,1245254632261201925,1569059155,shotaewindrass,,,,,"['Grenfell', 'WearAMask', 'COVID19', 'PPEforNHS']",1,1,en,Twitter for iPhone,,,April,1,1_April_0000013
Please #WearAMask to protect yourselves and other people. https://t.co/WiLaRbaH19,2020-04-01 07:51:06,1245257364967575552,1178326676402405376,angryHonger,,,,,['WearAMask'],7,10,en,Twitter for iPhone,,,April,1,1_April_0000014
RT @FaceBook4Dog: Escape from planet Earth !!!  #coronavirus #coronatakesoverplanetearth #WFH #timetogo #wearamask #dogsinmasks #dogvaccina…,2020-04-01 08:43:55,1245270658721800193,707070634879156224,BoyrestartMba,,,,,"['coronavirus', 'coronatakesoverplanetearth', 'WFH', 'timetogo', 'wearamask', 'dogsinmasks']",69,0,en,Twitter Web App,,,April,1,1_April_0000015
Protect others #WearAMask 😷 https://t.co/EK7ZYUfGYB,2020-04-01 09:19:42,1245279662206529537,904861723,abcdiagnosis,"Manchester, England",,,,['WearAMask'],7,15,en,Twitter for iPhone,,,April,1,1_April_0000016
"Having been in an abusive situation in my life I am very concerned for people trapped with their abusers. Usually there is at least some respite. We need to seek out victims and ensure they are safe, but how? 😔 #WearAMask #covid19UK https://t.co/xtBKs3nrmU",2020-04-01 09:38:08,1245284303740841986,65636205,RainbowtearsLj,"East Midlands, England",,,,"['WearAMask', 'covid19UK']",3,7,en,Twitter for Android,,,April,1,1_April_0000017
"@StSenka I know, most people seem to agree in theory but no masks on the streets and in food shops in Chester. I have not seen a single person with a mask. Hope his will change very soon. #WearAMask",2020-04-01 09:40:19,1245284853077155841,391593700,VladimirBobic,"Chester, UK",,"North West, England",GB,['WearAMask'],0,0,en,Twitter for iPad,1.24528308795469e+18,8.275864410772193e+17,April,1,1_April_0000018
"Would you trust them again when they still tell us to not wear masks? 
#WearAMask 😷

P.s. masks are also great for privacy 😎 https://t.co/kFVjB3wmTc",2020-04-01 09:53:00,1245288042983763969,73159668,mir_btc,"Milan, Lombardy",,"Milan, Lombardy",IT,['WearAMask'],12,94,en,Twitter for Android,,,April,1,1_April_0000019
"#COVID19 does not discriminate. It is moving fast. Protecting yourself is protecting your family, your healthcare community who takes care of you, and your neighbors. #WearAMask #StayAtHome #ProtectHealthCareWorkers #PreventCOVID19Spread",2020-04-01 10:57:28,1245304268510441473,81335370,AgapeLoveAllDay,Wakanda,,,,"['COVID19', 'WearAMask', 'StayAtHome', 'ProtectHealthCareWorkers', 'PreventCOVID19Spread']",1,0,en,Twitter for Android,1.245303527183917e+18,81335370.0,April,1,1_April_0000020
"#COVID19 is real oo

#WearAMask !
#WearAMask ii
#WearAMask oo!!!
Even dog pickin dey wear mask https://t.co/fwpJJh6vMQ",2020-04-01 10:59:46,1245304846913331202,55308144,RealPOOkeke,Nigeria,,,,"['COVID19', 'WearAMask', 'WearAMask', 'WearAMask']",1,1,en,Twitter for Android,,,April,1,1_April_0000021
"Kroger's you need to implement a MANDATORY ..
##WEARAMASK
Now !!
Provided by the Company immediately..",2020-04-01 11:19:48,1245309885115400194,1224418294859489282,Wings3Purple,,,,,['WEARAMASK'],1,2,en,Twitter for Android,,,April,1,1_April_0000022
"@LeotheCuban Trump cannot CAUSE any deaths, my friend, the virus, and irresponsible behavior can.
#WearAMask",2020-04-01 12:02:21,1245320595669233670,1335474918,MAGASHAMAN,THE UNIVERSE,,,,['WearAMask'],0,0,en,Twitter for Android,1.245316208104276e+18,119471728.0,April,1,1_April_0000023
"📢🎙️NEW HEATER🎙️📢

2W1B 023 - TMZ Cameos, Old Albums, First World Probs

https://t.co/3vO9tzymM0

#WednesdayWisdom #WednesdayThoughts #WednesdayMotivation #COVID #PodernFamily #Podcasts #BTC #Bitcoin #HamOnt #Crypto #COVID19 #WearAMask #StayHome https://t.co/DMHqP2yOHd",2020-04-01 12:42:36,1245330723000717319,28584527,JoeyTweeets,,,,,"['WednesdayWisdom', 'WednesdayThoughts', 'WednesdayMotivation', 'COVID', 'PodernFamily', 'Podcasts', 'BTC', 'Bitcoin', 'HamOnt', 'Crypto', 'COVID19', 'WearAMask', 'StayHome']",2,0,en,Twitter Web App,,,April,1,1_April_0000024
"RT @TaiwanBirding: #WearAMask, even crap ones help. 

Leave the good ones for key workers. 

Wash your hands. Stay at home. Study bird pict…",2020-04-01 13:14:15,1245338689481216000,158376601,WhamBop,ネットの中,,,,['WearAMask'],115,0,en,Twitter Web App,,,April,1,1_April_0000025
"Don't be a Fool this April.

#StayHome. #WearAMask if out. And #BlameTrump.",2020-04-01 13:26:51,1245341860815568898,16032967,TomPaineToday,My Country is the World.,,,,"['StayHome', 'WearAMask', 'BlameTrump']",0,2,en,Twitter Web App,,,April,1,1_April_0000026
RT @terannhilow: Safety first 😷 #wearamask #stopthespread https://t.co/fSGMA1d1QM,2020-04-01 13:38:46,1245344857222242306,628335735,nounoursstaps59,,,,,"['wearamask', 'stopthespread']",15,0,en,Twitter for Android,,,April,1,1_April_0000027
