index,location,Lat,Lon,USA
11340,"481 5th Ave Brooklyn, NY 11215",40.6676813,-73.9872248,1
11341,Tovaangar (Los Angeles basin),34.0522342,-118.2436849,1
11342,the 413,42.2603698,-72.6612843,1
11343,Nordsee ist Mordsee,,,
11344,Dauborn/Hessen/Germany,50.3287514,8.1724545,0
11345,fixing broken tech,,,
11346,Veracruz Mexico,19.173773,-96.1342241,0
11347,"Washington, D.C",38.9071923,-77.0368707,1
11348,"Laredo, Texas",27.5035613,-99.5075519,1
11349,"Iowa City, Iowa, USA",41.6611277,-91.5301683,1
11350,20 she/her,,,
11351,East Tennessee ,35.5174913,-86.5804473,1
11352,USA midwest backwoods ,,,
11353,Texas (but not born here!),31.9685988,-99.9018131,1
11354,"Azle, TX",32.8951262,-97.5458565,1
11355,Rahway NJ,40.6081591,-74.2776468,1
11356,Your mothers butt,,,
11357,SFO + ATL,,,
11358,"Presque Isle, Michigan",45.2819607,-83.4658332,1
11359,"Windsor, CO",40.4774818,-104.9013617,1
11360,"Hermiston, Oregon",45.8404101,-119.2894604,1
11361,"Napperville, Illinois ",41.7508391,-88.1535352,1
11362,"Bloomfield, NJ",40.8067546,-74.1854209,1
11363,Venice California,33.9850469,-118.4694832,1
11364,"Columbia Heights, MN, USA",45.0481968,-93.2474098,1
11365,"Tonawanda, NY (Buffalo)",43.0203347,-78.880315,1
11366,"Somewhere far, far away...",,,
11367,"No where, USA",35.1592256,-98.4422802,1
11368,"São João da Madeira, Portugal",40.9005238,-8.4906716,0
11369,"Santa Rosa Beach, FL",30.3960324,-86.2288322,1
11370,Shadow World War Zone,,,
11371,"Washington, DC y Jalisco, Mx",38.9071923,-77.0368707,1
11372,"Charlottesville, VA, USA",38.0293059,-78.4766781,1
11373,"Clermont, FL",28.5494447,-81.7728543,1
11374,Central City,39.8019322,-105.5141639,1
11375,Skynet,40.6694979,-73.7828311,1
11376,Seattle/Olympia,47.0556113,-122.8448247,1
11377,WORLD CITIZEN💙 DM-FREE ZONE,,,
11378,"On Earth, currently...",,,
11379,"New Westminster, BC",49.2057179,-122.910956,0
11380,"Haymarket, VA",38.8120591,-77.6363806,1
11381,"Ravenna, Ohio",41.1575566,-81.2420473,1
11382,Gladstone-UCSF/Berkeley BioE,37.8739847,-122.2561168,1
11383,Syrup Country ,,,
11384,CLT/Bham/ATL/Kentucky/BNA,35.2144026,-80.9473146,1
11385,In your fantasy,33.7238194,-84.7682666,1
11386,"Kent, England",51.2787075,0.5217254,0
11387,"Up State, New York, USA",40.7263542,-73.9865533,1
11388,"Shelbyville, KY",38.2120144,-85.2235666,1
11389,"Suffern, NY",41.1148179,-74.1495889,1
11390,"Lehigh Valley, PA",40.5833639,-75.5043761,1
11391,🤙🏽 👣,,,
11392,Los Angeles CA ,34.0522342,-118.2436849,1
11393,"Delaware, OH",40.2986724,-83.067965,1
11394,"Japan: Osaka, Kyoto, Otsu etc.",34.6937249,135.5022535,0
11395,"Irmo, SC",34.0859829,-81.1831513,1
11396,Your Heart,34.2012124,-118.6038811,1
11397,Located wherever cute dogs are,,,
11398,"Collegeville, PA",40.1856597,-75.451571,1
11399,"Newburyport, MA",42.8125913,-70.8772751,1
11400,My Castle,29.7076021,-95.5146888,1
11401,SouthSide of The ATL,33.7123595,-84.3844304,1
11402,Dallas: A Willie Nelson Texan,32.7766642,-96.7969879,1
11403,Central NJ,40.5409461,-74.308755,1
11404,Houston area,29.7604267,-95.3698028,1
11405,The Napa Valley,38.5024689,-122.2653887,1
11406,"Marietta, GA.",33.952602,-84.5499327,1
11407,Kennesaw GA,34.0234337,-84.6154897,1
11408,"Johns Creek, GA",34.0289259,-84.198579,1
11409,"Wimbledon , London , UK",51.4183389,-0.2206288,0
11410,The End Of The Rainbow,38.8862609,-92.4001312,1
11411,Somehere in Wisconsin,44.408643,-89.7852824,1
11412,Long beach  ,33.7700504,-118.1937395,1
11413,La la land,32.8152643,-96.7711675,1
11414,collegegrit.weebly.com,,,
11415,Ecole JR Henderson ,44.2292324,-76.5752834,0
11416,Ball Arena! ,39.7486677,-105.0065886,1
11417,"In a mail box, Colorado",38.9269,-104.792958,1
11418,Lowell MA,42.6334247,-71.3161718,1
11419,"WeHo, CA",34.0900091,-118.3617443,1
11420,Somewhere High on Lookout Mountain,,,
11421,"Kennewick, WA",46.2086683,-119.119948,1
11422,#614,40.0144052,-83.0004397,1
11423,En un lugar de la Mancha ,21.0167516,-101.2474902,0
11424,Somewhere...pick a direction. ,,,
11425,Antipodes,33.822728,-118.38888,1
11426,So California,34.9592083,-116.419389,1
11427,Body in NWI. Heart in Chicago.,41.8781136,-87.6297982,1
11428,"Nashville, United States",36.1626638,-86.7816016,1
11429,"Bronx,Ny",40.8447819,-73.8648268,1
11430,Yankee in North Carolina,35.5077523,-78.3168452,1
11431,"Escondido, So Cal",33.1192068,-117.086421,1
11432,"iPhone: 57.151077,-2.103546",,,
11433,"Idris, Glee-verse, Canadiana",,,
11434,"Manteca, CA",37.7974273,-121.2160526,1
11435,"St. Petersburg, Florida 🌞",27.7676008,-82.6402915,1
11436,"Annapolis, Maryland",38.9784453,-76.4921829,1
11437,"New Rochelle, NY",40.9114882,-73.7823549,1
11438,"Upstate New York, USA",40.7263542,-73.9865533,1
11439,Be the change you want to see.,40.7139315,-73.9562856,1
11440,#GeeksResist HQ,,,
11441,紅マグロでできたおうち,,,
11442,U.K,55.378051,-3.435973,0
11443,Complete Fμckwittery,,,
11444,NYC|Virtual|Around the World,40.748059,-73.9841313,1
11445,jiggling the handle,,,
11446,New York metropolitan area,40.7127761,-74.0059544,1
11447,boston,42.3600825,-71.0588801,1
11448,What once was the USA,,,
11449,"Socal, CA",34.9592083,-116.419389,1
11450,#DaytonStrong Buckeye... ,,,
11451,LatinosforBernie@gmail.com,,,
11452,sin city,39.9171233,-75.2119935,1
11453,"Stoneham, MA",42.4802469,-71.0999719,1
11454,"Pacific Northwest Forests, USA",44.5643351,-123.2874375,1
11455,The Bat Cave,30.2322325,-97.9262161,1
11456,Tongass Rainforest,58.3743493,-134.7285463,1
11457,"shoreline, wa",47.7559659,-122.3456972,1
11458,"Indian Harbour Beach, FL",28.1489021,-80.5883855,1
11459,"Delmar, NY",42.6220235,-73.8326232,1
11460,maryland ,39.0457549,-76.6412712,1
11461,"LBK, TX",33.5778631,-101.8551665,1
11462,your mom,39.7367324,-104.9795145,1
11463,The right side of history!,,,
11464,The Twilight Zone,28.3600612,-81.5599278,1
11465,Central Park,40.7812199,-73.9665138,1
11466,"Kenmore, NY",42.9658907,-78.870036,1
11467,"Mill Valley, CA",37.9060368,-122.5449763,1
11468,jaxon rao archibald,,,
11469,"Hudson, NH and the world.",42.7169113,-71.4210128,1
11470,San Francisco currently Boston,42.3465184,-71.0800205,1
11471,"Tennessee, United States",35.5174913,-86.5804473,1
11472,"Seattle, Washington, USA",47.6062095,-122.3320708,1
11473,TL Kennedy Secondary School,43.5819102,-79.6192452,0
11474,The UpSideDown,34.0634223,-118.4475013,1
11475,"Homer Glen, IL",41.6000317,-87.9381112,1
11476,"Yale University, New Haven, CT",41.3163244,-72.9223431,1
11477,Mudder Baflippin Texas,31.9685988,-99.9018131,1
11478,bed,36.3090046,-94.1769729,1
11479,Birmingham Al,33.5185892,-86.8103567,1
11480,El Mundo del AUTO FANTÁSTICO,,,
11481,*looks around* Right Here,37.8651011,-119.5383294,1
11482,Time/Space=pesky illusion,,,
11483,"ln HELL, thanks to Fat Bastard",,,
11484,Everywhere you want to be!,,,
11485,Somewhere in Indonesia,-8.6936492,115.1680063,0
11486,Cumberland Ohio,39.8520167,-81.6576271,1
11487,"Fresno, CA (Camp Quarantine) ",,,
11488,"aspen, colorado",39.1910983,-106.8175387,1
11489,Vancouver Canada ,49.2827291,-123.1207375,0
11490,"Rome, GA",34.257038,-85.1646726,1
11491,San Francisco East Bay ,37.7749295,-122.4194155,1
11492,T.A.R.D.I.S.,33.4291359,-117.6152918,1
11493,"Laval, Québec",45.6066487,-73.712409,0
11494,Frankfort Ky/ St Petersburg Fl,38.2009055,-84.8732835,1
11495,Sunshine State,27.6648274,-81.5157535,1
11496,"Corner Brook, Newfoundland and Labrador",48.9489967,-57.9502726,0
11497,Chicago and THE WORLD!,41.7583679,-87.6104083,1
11498,"Pittsfield, MA",42.4500845,-73.2453824,1
11499,Third Planet in the Sol System,,,
11500,Los Angeles • Earth,34.0900013,-118.2136743,1
11501,"Lewiston, ID",46.4004089,-117.001189,1
11502,"Andover, KS",37.7139041,-97.1364294,1
11503,Furlong PA,40.2962179,-75.082115,1
11504,"Johnson City, TN, USA",36.3134397,-82.3534727,1
11505,mainstreet US,41.8779787,-87.6295664,1
11506,👇🏻here watching America 🔥,,,
11507,"The Happy Planet, Left Coast",,,
11508,Maryland native in Philly ,39.0457549,-76.6412712,1
11509,MI6 or some woman's bed,,,
11510,Somewhere on a beach,39.7783331,-94.8535672,1
11511,IXD KHI DXB HOU,24.9007815,67.1681027,0
11512,"San Jose, Ca",37.3382082,-121.8863286,1
11513,Sunny Gulf Shores Alabama,30.231514,-87.795751,1
11514,Clearwater Beach|St. Pete 🌅🌴,27.972065,-82.8285877,1
11515,Henry Cavill's chest ,,,
11516,Neverwhere,,,
11517,Dallas tx,32.7766642,-96.7969879,1
11518,"Tuscaloosa, Alabama ",33.2098407,-87.5691735,1
11519,Somewhere VA,,,
11520,"Sumter, SC",33.9204354,-80.3414693,1
11521,"Bullhead City, AZ. USA",35.1359386,-114.5285981,1
11522,"Amityville, NY",40.6789893,-73.4170673,1
11523,"Plymouth, PA",41.2403596,-75.9446428,1
11524,"Incline Village, NV",39.249683,-119.9526847,1
11525,South Bend IN,41.6763545,-86.2519898,1
11526,"Brooklyn Park, MN",45.0941315,-93.3563405,1
11527,"Winterfell, The North",,,
11528,"Shawnee, Ok",35.3272928,-96.9253004,1
11529,Geeks Resist Headquarters 🇨🇦,,,
11530,"Mill Creek, WA",47.8600971,-122.2042966,1
11531,Caacupé - Paraguay,-25.3888102,-57.1492272,0
11532,A joke about how hot Australia is,,,
11533,Tacoma WA,47.2528768,-122.4442906,1
11534,Where the hell is where I am?,,,
11535,"Canada, Ontario",51.253775,-85.323214,0
11536,#BLM peachvote.com,,,
11537,💜Texas💙,31.9685988,-99.9018131,1
11538,Soon to be a padded room.,,,
11539,Illinois USA,40.6331249,-89.3985283,1
11540,"Rensselaer, Nueva York",42.6425794,-73.742898,1
11541,"Sardegna, Italia",40.1208752,9.0128926,0
11542,The Land,28.3742928,-81.5525229,1
11543,Chasing the Sun,38.4335517,-83.6668548,1
11544,We live here for the summers.,,,
11545,Suburban housewife’s frog pot,,,
11546,"Calistoga, CA",38.5787965,-122.5797054,1
11547,LA🌴- LV🌵- HOU⛈,,,
11548,"Dallas, Tx",32.7766642,-96.7969879,1
11549,Best Bank stadium in the NFL,44.9736461,-93.2574945,1
11550,"Cartersville, GA",34.1650972,-84.7999382,1
11551,دولة الكويت محافظة حولي ,29.3377882,48.0234708,0
11552,Tulsa Oklahoma USA,36.1539816,-95.992775,1
11553,"Cleveland Heights, Ohio",41.5200518,-81.556235,1
11554,"Boston, MA, USA",42.3600825,-71.0588801,1
11555,"DSM, IA",41.5868353,-93.6249593,1
11556,OC girl,33.7272705,-117.8426362,1
11557,"Jupiter,fl",26.9342246,-80.0942087,1
11558,"Los Altos, CA",37.3852183,-122.1141298,1
11559,"Knoxville, Tennessee",35.9606384,-83.9207392,1
11560,"Kansas, USA, Planet Earth",39.011902,-98.4842465,1
11561,"Saint George, SC ",33.1859958,-80.5756533,1
11562,Key West #MONative,24.5550593,-81.7799871,1
11563,"Windsor, CT",41.8525984,-72.6437022,1
11564,Americas,37.09024,-95.712891,1
11565,@PureMichigan,,,
11566,savannah,32.0808989,-81.091203,1
11567,Contra Costa County,37.8534093,-121.9017954,1
11568,1313 Mockingbird Lane,38.9645549,-95.236251,1
11569,"Lawrence, Kansas",38.9716689,-95.2352501,1
11570,"East Bay, CA & DC (CA-15)",37.7272721,-122.1574788,1
11571,"Hialeah, FL",25.8575963,-80.2781057,1
11572,"Jamaica, Planet Earth",,,
11573,The City of Angels,34.0345767,-118.2782742,1
11574,Virgo Supercluster,,,
11575,Republic of NoBullshite,,,
11576,Click below to pre-order book ,,,
11577,"Florida, USA ☀️",27.6648274,-81.5157535,1
11578,East Texas ,31.9685988,-99.9018131,1
11579,"Staunton, VA",38.149576,-79.0716958,1
11580,"Sonoran Desert, AZ, USA 🌵 ",32.2480009,-112.9161399,1
11581,"Clifton, NJ",40.8584328,-74.1637553,1
11582,Between Redburg & Neckville,,,
11583,"Orland Park, IL",41.6303103,-87.8539425,1
11584,"Gold Canyon, AZ",33.3593407,-111.4500302,1
11585,Ask Carmen Sandiego,,,
11586,My Kitchen (for now),,,
11587,"Spokane, WA | CdA, ID",47.7407133,-117.4138041,1
11588,"Hfuhruhurr Island, Rutland",,,
11589,"Markdale, ON",44.3186787,-80.6478828,0
11590,"San Francisco  Bay Area, CA",37.8271784,-122.2913078,1
11591,ARC,39.0425884,-95.726238,1
11592,AncestralMuskogeeCreekLand ,35.7478769,-95.3696909,1
11593,6-Time Superbowl Champs,,,
11594,"💜 in 🇯🇲, 💃🏽in 🇱🇷",,,
11595,Slower Lower Delaware,39.7497775,-75.5538568,1
11596,"Denver, co",39.7392358,-104.990251,1
11597,TheBoogieDownBronx,40.8184732,-73.888827,1
11598,Effingham,39.1200418,-88.5433829,1
11599,"Rockaway Park, NY",40.5797863,-73.8372237,1
11600,LIma Peru,-12.0463731,-77.042754,0
11601,she/her • bi • 18,,,
11602,"Kailua Kona, HI",19.639994,-155.9969261,0
11603,Northern California USA,38.8375215,-120.8958242,1
11604,University of Arkansas,36.0686895,-94.1748471,1
11605,"Lexington, SC",33.9815369,-81.2362107,1
11606,"Burke, VA",38.7934466,-77.2716505,1
11607,"Durango, CO",37.27528,-107.8800667,1
11608,Virginia (XTexan),29.7020838,-95.3889215,1
11609,"East Los Angeles, CA ",34.0224417,-118.1669736,1
11610,Acagchemem land,33.506615,-117.661792,1
11611,DC/MD,38.9071923,-77.0368707,1
11612,Mt. Holympus,43.6253101,-89.7962019,1
11613,Southern US,37.09024,-95.712891,1
11614,A.Z Fell and Co. bookshop,,,
11615,"Corpus Christi, Texas ",27.8005828,-97.396381,1
11616,"Mιαɱι Bҽαƈԋ, FL.",27.6648274,-81.5157535,1
11617,"Pekin, IL USA",40.5675388,-89.640658,1
11618,Evansville,37.9715592,-87.5710898,1
11619,"iPhone: 34.145035,-118.255028",,,
11620,"Here, there, everywhere ",40.7562081,-74.6719486,1
11621,At the beach in NJ,40.1827225,-74.0118893,1
11622,Viet Nam,14.058324,108.277199,0
11623,"Western Washington, Usa",48.7342877,-122.4866103,1
11624,"Stephenville, TX",32.2206958,-98.2022633,1
11625,"Columbia, SC, Gamecock Country",33.9730884,-81.0191854,1
11626,Your Neighborhood Taco Truck,34.0774052,-118.2582334,1
11627,♥Canada / USA♥,,,
11628,Front Porch of Infinity,,,
11629,"Bloomington, Illinois, USA",40.4842027,-88.9936873,1
11630,Somewhere on the left,,,
11631,"41.16634,-104.77032",41.1663008,-104.7709864,1
11632,New England ,43.9653889,-70.8226541,1
11633,Who Cares?,38.8565306,-94.8290785,1
11634,Gulf Coast ,37.09024,-95.712891,1
11635,Australia c/o UK,,,
11636,Established October 2007,,,
11637,#NoFunNeligahn,,,
11638,Las Vegas/ NYC/Italia/oregon,36.1699412,-115.1398296,1
11639,State of Disbelief,,,
11640,State of Mind,36.2823411,-95.8271837,1
11641,"Athens, AL",34.8028661,-86.9716741,1
11642,streaming therefore i am.,,,
11643,McAllen Memorial High School,26.210548,-98.2158671,1
11644, Missouri,37.9642529,-91.8318334,1
11645,STL ,38.6270025,-90.1994042,1
11646,Canberra,-35.2809368,149.1300092,0
11647,"Canyon Gate, Las Vegas",36.1468149,-115.2882035,1
11648, Round Earth,38.828172,-107.706595,1
11649, hopefully italy someday,,,
11650,"Winchester, VA",39.1856597,-78.1633341,1
11651,"lawrence, KS bound one day",38.9716689,-95.2352501,1
11652,"Chandrapur, Central India",19.9615398,79.2961468,0
11653,The Darkest Timeline,,,
11654,Shining Mountains,45.6964492,-111.0836868,1
11655,"Eugene, Or",44.0520691,-123.0867536,1
11656,A Blue America! ,37.09024,-95.712891,1
11657,East Boston ,42.3702137,-71.0388601,1
11658,"Edwardsville, Illinois",38.8114364,-89.953157,1
11659,"16, read carrd byf",,,
11660,7°48'S / 110°22'E,,,
11661,Between Pawnee and the Tardis,,,
11662,NO LISTS!,,,
11663,nj,40.0583238,-74.4056612,1
11664,Planet Earth 🌏🌍🌎,,,
11665,Lawrence,38.9716689,-95.2352501,1
11666,"Lancaster, PA ",40.0378755,-76.3055144,1
11667,"Derby, Kansas USA",37.5455735,-97.2689331,1
11668,"Monterey Peninsula, Ca.",36.5846099,-121.8505096,1
11669,AZ Congressional District 4,34.7021645,-113.0011989,1
11670,Sol-3,35.1299446,-106.6008028,1
11671,"Hawally, Kuwait",29.3377882,48.0234708,0
11672,"Madera, CA",36.9613356,-120.0607176,1
11673,"It was RUSSIA, dipshit!!! ",,,
11674,CT | read carrd if ya want!,41.6032207,-73.087749,1
11675,Oregon Coast,44.122059,-124.1264994,0
11676,Cascadia ,38.0396957,-78.444725,1
11677,"Havre, MT",48.549999,-109.6840887,1
11678,"West Wendover, NV",40.739097,-114.073345,1
11679,Near You,,,
11680,"Maplewood, MO",38.6125521,-90.3245599,1
11681,"Southwestern Quebec, Canada",46.8138783,-71.2079809,0
11682,Traditional Coast Salish lands,,,
11683,"Hobart, IN",41.5322592,-87.2550353,1
11684,Not GOP’s USA,,,
11685,alternate timeline,,,
11686,"Thunder Bay, Ontario",48.3808951,-89.2476823,0
11687,UTAH,39.3209801,-111.0937311,1
11688,AZ by way of Jax FL  #DTWD,34.0489281,-111.0937311,1
11689,Milky Way Galaxy,30.2550902,-97.7182267,1
11690,"Nashville, TN, USA",36.1626638,-86.7816016,1
11691,The Old Jefferson Park,30.3481496,-90.9864934,1
11692,"Somerset West, South Africa",-34.0756899,18.8432656,0
11693,San Antonio,29.4241219,-98.4936282,1
11694,#freegeneralflynn,,,
11695,"ÜT: 34.090909,-118.383919",30.2849185,-97.7340567,1
11696,18♡switch leaning sub♡pan,,,
11697,Kingdom Hearts hell ,,,
11698,Crack,32.7278788,-117.1712612,1
11699,"Hamilton, Ontario, Canada",43.2557206,-79.8711024,0
11700,"Grants Pass, OR",42.4390069,-123.3283925,1
11701,Manhattan KS,39.1836082,-96.5716694,1
11702,"Surfside Beach, SC",33.6060031,-78.9730887,1
11703, WI,43.7844397,-88.7878678,1
11704,Down da'Block From Barack.,37.09024,-95.712891,1
11705,The Belly of the Beast,42.3186309,-72.6314532,1
11706,Vancover BC CANADA,49.2827291,-123.1207375,0
11707,"North Bethesda, MD",39.0445535,-77.1188678,1
11708,Left Coast of Canada,49.282645,-123.1205718,0
11709,"Rock, Canada ",49.0253085,-122.802962,0
11710,"Misery, USA",42.1581136,-80.0886713,1
11711,"Phillipsburg, NJ",40.6937099,-75.1901761,1
11712,New Yawk City,40.7127753,-74.0059728,1
11713,"Mounds View, MN",45.1049656,-93.2085582,1
11714,Yo Mommas House,39.7367324,-104.9795145,1
11715,"Planet Earth A, Reality",,,
11716,The Collective Cosmos,39.9750547,-105.2372396,1
11717,Middle Earth (FL),26.9258445,-80.0997175,1
11718,"Pensacola, Florida",30.421309,-87.2169149,1
11719,"Portland, OR 🇺🇸",45.5051064,-122.6750261,1
11720,HappyToHelpOut at Etsy #MaskUp,,,
11721,"Central, Amestris",,,
11722,"Nye County, NV. U.S.A.",38.5807111,-116.0413889,1
11723,"Nevada via Littlerock, Cali",38.8026097,-116.419389,1
11724,Seminole County,28.7131688,-81.2078164,1
11725,In the trunk of a '67 Chevy,,,
11726,you wish,36.0463588,-95.8861733,1
11727,"Ann Arbor, Michigan",42.2808256,-83.7430378,1
11728,Washington County Oregon,45.5469616,-123.1386021,1
11729,"Mason Oaks, Eufaula OK",35.2873206,-95.5824846,1
11730,These United States,37.09024,-95.712891,1
11731,"Oregon, more or less",43.8041334,-120.5542012,1
11732,"Bradford, PA",41.9564953,-78.649163,1
11733,Tuscaloosa AL,33.2098407,-87.5691735,1
11734,"Plainfield, IL",41.632223,-88.2120315,1
11735,"Tejas, USA",31.9685988,-99.9018131,1
11736,Wurundjeri land. ,,,
11737,Discworld,,,
11738,bday wishlist ,,,
11739,California Native,32.9526503,-117.2321776,1
11740,"Spartanburg, SC",34.9495672,-81.9320482,1
11741,"Dhuri, India",30.3692859,75.8606548,0
11742,Wolf Bookstore,40.8387776,-96.6476882,1
11743,Canada.,56.130366,-106.346771,0
11744,NYC/Paris,40.753163,-73.984915,1
11745,"Albemarle, NC",35.3501426,-80.2000578,1
11746,Miami?,25.7616798,-80.1917902,1
11747,Top Secret,43.6189584,-89.7844201,1
11748,"USA Heartland, Second Life",,,
11749,"Alexandria, Egypt",31.2000924,29.9187387,0
11750,Minneapolis/St. Paul,44.9374831,-93.2009998,1
11751,"Gray Harbor County, WA",46.9953526,-123.7012468,1
11752,"Houten, Utrecht",52.0029907,5.1857599,0
11753,"Neuruppin, Germany",52.9154545,12.7990783,0
11754,"Hillsboro, OR",45.5272177,-122.9360906,1
11755,Anchorage Kailua Manhattan Bch,61.2180556,-149.9002778,1
11756,@ Robins grave,37.0334895,-95.7197812,1
11757,the bone zone,40.448172,-79.9370271,1
11758,"Firenze, Toscana",43.7695604,11.2558136,0
11759,"Body: Glen Burnie, MD, USA,       Mind: The Cosmos",39.1744684,-76.6198589,1
11760,"Shaw, St. Louis, Missouri, USA",38.6144651,-90.2508774,1
11761,Whole World Wide ,,,
11762,"Kyiv, Ukraine",50.4501,30.5234,0
11763,Lost in Space,,,
11764,"Canada, Land of Trees and Beavers",,,
11765,Washington DC/Chevy Chase Md,38.9610151,-77.0662089,1
11766,#MetoobySJ39,,,
11767,😷 Cal & Tn Tn & Cal 😷,,,
11768,Leicester,52.6368778,-1.1397592,0
11769,#BLM  #ACAB,,,
11770,Madtown,43.1083812,-89.3105121,1
11771,Suffolk England,52.1872472,0.9707801,0
11772,fl • oh • mi,28.6974575,-81.3669865,1
11773,"Niedersachsen, Deutschland ",52.6367036,9.8450766,0
11774,The city of Angels,34.0345767,-118.2782742,1
11775,"Merrillville, IN",41.4828144,-87.3328139,1
11776,Michigan/Germany,41.8947457,-87.6249075,1
11777,"National City, CA",32.6781085,-117.0991967,1
11778,"Oh, y’know...around...",,,
11779,"Nashville, TN ",36.1626638,-86.7816016,1
11780,Texans for Climate Action,31.9685988,-99.9018131,1
11781,"UK, England, Leeds",53.8007554,-1.5490774,0
11782,"East Stroudsburg, PA",41.0030522,-75.1817547,1
11783,The corn fields of IL,41.5817633,-87.9767244,1
11784,"Rust Belt, USA",42.460766,-83.1351962,1
11785,World Wide Web,42.3593227,-71.0548233,1
11786,Reality: There is no Planet B,,,
11787,"Sicklerville, NJ",39.7172152,-74.9697707,1
11788,cincinnati ohio,39.1031182,-84.5120196,1
11789,"Woodbury, CT",41.5445404,-73.2090025,1
11790,UNITED STATES OF RUSSIA ,,,
11791,London Ontario ,42.9849233,-81.2452768,0
11792,"Sugarloaf, Arkansas",34.5203672,-93.0821251,1
11793,Avonlea Circus,,,
11794,"CA, US",36.778261,-119.4179324,1
11795,Vancouver Canada,49.2827291,-123.1207375,0
11796,"Garden Grove, CA",33.7742692,-117.9379952,1
11797,Sierra Leone,8.460555,-11.779889,0
11798,"Funchal, Madeira, Portugal🇵🇹",32.6669328,-16.9240554,0
11799,Somewhere w/ internet probably,,,
11800,Lucy the Elephant 🐘,39.3208356,-74.5117329,1
11801,Head Women's Basketball Coach,,,
11802,orlando-ish,28.5383355,-81.3792365,1
11803,"Sheyenne, ND",47.8280543,-99.120122,1
11804,Maine - Massachusetts - Assisi,45.253783,-69.4454689,1
11805,psych/poli sci major ❤️💛,,,
11806,"Saturdays, 9am EDT / 6am PDT",,,
11807,"Hagaman, New York",42.9745189,-74.1509633,1
11808,Omaha,41.2565369,-95.9345034,1
11809,"Midstream, South Africa",-25.9102474,28.1912538,0
11810,"Boston, USA 🇺🇸 ",42.3600825,-71.0588801,1
11811,"Del Mar, San Diego",32.9594891,-117.2653146,1
11812,Errington BC Canada,49.2894701,-124.3591725,0
11813,Lightning Bugs in a Jar,,,
11814,"Boise, Idaho USA  No DMs Plz",43.6150186,-116.2023137,1
11815,"Stillwater, OK",36.1156071,-97.0583681,1
11816,surrounded by puppies,,,
11817,VT,44.5588028,-72.5778415,1
11818,Follow @briangilad @49PlusMore,,,
11819,M⛰A🌳R🌊Y🏖L⛵️A🚣🏻‍♀️N🦀D,,,
11820,"Norcross, GA",33.9412127,-84.2135309,1
11821,"Euless, TX",32.8370727,-97.0819541,1
11822,"Stamford, CT",41.0534302,-73.5387341,1
11823,"Laurelton, NY",40.67764,-73.7447853,1
11824,"Helsinki, Finland  ",60.1698557,24.9383791,0
11825,blank,36.3114164,-95.6127368,1
11826,"ÜT: 42.5489943,-73.1729552",30.2849185,-97.7340567,1
11827,North Central Indiana,39.9109751,-86.1304149,1
11828,"Bronxville, NY",40.9381544,-73.8320784,1
11829,NY District 19,42.2582604,-74.4056612,1
11830,memphis✈️Iowa,35.0420679,-89.9791729,1
11831,"Charlotte, NC USA",35.2270869,-80.8431267,1
11832,where tide flows & wind blows,,,
11833,Attilan asgardiana,,,
11834,"DeBary, FL",28.8713443,-81.3289397,1
11835,Just here w/the Qualified,,,
11836,a little town near the 'burgh,,,
11837,💋In your dreams💋,,,
11838,"Cochiti Lake , NM, USA",35.6480855,-106.3375267,1
11839,"Mt. Solon, VA",38.3448488,-79.085032,1
11840,BR,,,
11841,new jersey,40.0583238,-74.4056612,1
11842,"Lehi, UT",40.3916172,-111.8507662,1
11843,"32.899877,-96.437735",32.9001996,-96.4382946,1
11844,Rural Upstate (Western) NY ,43.2994285,-74.2179326,1
11845,Toronto ON via Lund BC,43.653226,-79.3831843,0
11846,"Lawrenceville, GA",33.9562149,-83.9879625,1
11847,Right Coast ,40.7666252,-73.3121366,1
11848,"Beverly, MA",42.5584283,-70.880049,1
11849,earth - or so they tell me,,,
11850,Ocean View Delaware,38.5451122,-75.0890709,1
11851,Ohio (Great Lakes area) USA,41.7525461,-83.3910427,0
11852,"Wai’anae, Hawai’i",21.4359641,-158.1848755,1
11853,Midwest is best,,,
11854,San Luis Potosi,22.1564699,-100.9855409,0
11855,Hogwarts | MD ♠️♥️,,,
11856,"Yonkers, New York",40.9312099,-73.8987469,1
11857, Florida,27.6648274,-81.5157535,1
11858,PA.,41.2033216,-77.1945247,1
11859,#Blorgiaverse,,,
11860,Under my aluminum foil beanie.,,,
11861,Washington DC & Virginia,38.9071923,-77.0368707,1
11862,Earth ,37.2321077,-95.7243335,1
11863,"Rowan County, NC",35.6303455,-80.543845,1
11864,Hindustan,20,78,0
11865,Sacramento CA,38.5815719,-121.4943996,1
11866, philly seeking paradise,39.9525839,-75.1652215,1
11867,Edinburgh Scotland,55.953252,-3.188267,0
11868,Tokushima,34.0703652,134.5549537,0
11869,"ÜT: 48.776747,-122.461485",30.2849185,-97.7340567,1
11870,"Vernon, NY",43.0795135,-75.5393442,1
11871,        ,,,
11872,"Where it is, I am",,,
11873,The third planet from the Sun,,,
11874,"Independence, KS",37.2242358,-95.7083131,1
11875,The Land Before Time,,,
11876,Geosynchronous Orbit,,,
11877,"St.louis,mo",38.6270025,-90.1994042,1
11878,❤️OTX❤️forChicagoLand✭ #AxeEm ,,,
11879,SATX,29.4241219,-98.4936282,1
11880,ALEC MUST SEE,,,
11881,The Heart of Maine,43.79742,-70.3055747,1
